ementa,norma,tornada_sem_efeito,alterada,data,outros,tipo_normatico,publicacao,revogada,em_vigor,anexos,tags
"Revisa o Fluxo de Caixa Marginal aprovado pela Decisão nº 713, de 23 de junho de 2025, do Contrato de Concessão do Aeroporto Internacional de Porto Alegre, localizado em Porto Alegre (RS)","PORTARIA Nº 19726/SRA, 04/08/2026",,,2026-08-04,,Portaria,"DOU 12/08/2026, Seção 1, pág. 76",,,,"['aprovação', 'decisão', 'portaria']"
"Aprova revisão extraordinária do Contrato de Concessão do Aeroporto Internacional de Fortaleza, localizado em Fortaleza (CE)","DECISÃO Nº 750, 03/08/2026",,,2026-08-03,"Retificado no DOU de 05.08.2026, Seção 1, página 132",Decisão,"DOU 04/08/2026, Seção 1, pág. 71",,,,"['aprovação', 'decisão']"
Designa Equipe de Gestão e Fiscalização do Contrato,"PORTARIA Nº 19717/SAF, 03/08/2026",,,2026-08-03,,Portaria,"BPS V.21, Nº 31, 04/08/2026",,,,['portaria']
"Estabelece critérios, responsabilidades e restrições para autorizações de remoções, movimentações e exercícios descolados de servidores da ANAC","PORTARIA Nº 19720, 03/08/2026",,,2026-08-03,,Portaria,"BPS V.21, Nº 31, 03/08/2026",,,,['portaria']
Exclui o Aeródromo de uso privativo Maksoud Plaza (SP) no cadastro de aeródromos,"PORTARIA Nº 19718/SIA, 03/08/2026",,,2026-08-03,,Portaria,"DOU 06/08/2026, Seção 1, pág. 122",,,,['portaria']
Inscreve o Aeródromo de uso privativo CIAD GO0445 no cadastro de aeródromos,"PORTARIA Nº 19723/SIA, 03/08/2026",,,2026-08-03,,Portaria,"DOU 12/08/2026, Seção 1, pág. 75",,,,['portaria']
Inscreve o Heliponto de uso privativo ao nível do solo CIAD SP1523 no cadastro de aeródromos,"PORTARIA Nº 19724/SIA, 03/08/2026",,,2026-08-03,,Portaria,"DOU 07/08/2026, Seção 2, pág. 115",,,,['portaria']
Torna pública a suspensão de Certificado de Organização de Manutenção.,"PORTARIA Nº 19719/SPO, 03/08/2026",,,2026-08-03,,Portaria,"DOU 05/08/2026, Seção 1, pág. 132",,,,['portaria']
Exclui o Aeródromo de uso privativo Sementes Umbu (RS) no cadastro de aeródromos,"PORTARIA Nº 19716/SIA, 31/07/2026",,,2026-07-31,,Portaria,"DOU 06/08/2026, Seção 1, pág. 122",,,,['portaria']
Inscreve o Heliponto de uso privativo elevado CIAD SP1499 no cadastro de aeródromos,"PORTARIA Nº 19715/SIA, 31/07/2026",,,2026-07-31,,Portaria,"DOU 12/08/2026, Seção 1, pág. 75",,,,['portaria']
Inscreve o Aeródromo de uso privativo CIAD GO0448 no cadastro de aeródromos,PORTARIA 19712,,,2026-07-30,,Portaria,"DOU 4/08/2026, Seção 1, pág. 71",,,,['portaria']
Torna pública a revogação de suspensão de Certificado de Organização de Manutenção,"PORTARIA Nº 19713/SPO, 30/07/2026",,,2026-07-30,,Portaria,"DOU 4/08/2026, Seção 1, pág. 72",,,,['portaria']
Torna público o cumprimento dos requisitos para a exploração de serviços aéreos,"PORTARIA Nº 19714/SPO, 30/072026",,,2026-07-30,,Portaria,"DOU 3/08/2026, Seção 1, pág. 42",,,,['portaria']
Designa Equipe de Gestão e Fiscalização do Contrato,"PORTARIA Nº 19707/SAF, 29/07/2026",,,2026-07-29,,Portaria,"BPS V.21, Nº 31, 03/08/2026",,,,['portaria']
Inscreve o Aeródromo de uso privativo CIAD TO0179 no cadastro de aeródromos,"PORTARIA Nº 19709/SIA, 29/07/2026",,,2026-07-29,,Portaria,"DOU 06/08/2026, Seção 1, pág. 122",,,,['portaria']
Inscreve o Heliponto de uso privativo elevado CIAD PR0260 no cadastro de aeródromos,"PORTARIA Nº 19708/SIA, 29/07/2026",,,2026-07-29,,Portaria,"DOU 04/08/2026, Seção 1, pág. 71",,,,['portaria']
Torna pública a emissão do Certificado em favor do Centro de Instrução TRI-STAR SERVICOS EDUCACIONAIS LTDA.,"PORTARIA Nº 19711/SPL, 29/07/2026",,,2026-07-29,,Portaria,"DOU 31/07/2026, Seção 1, pág. 81",,,,['portaria']
Torna pública a revogação da suspensão do Certificado de Organização de Manutenção da R.M.A. RONDONÓPOLIS MANUTENÇÃO DE AERONAVES,"PORTARIA Nº 19710/SPO, 29/07/2026",,,2026-07-29,,Portaria,"DOU 03/08/2026, Seção 1, pág. 42",,,,['portaria']
Altera a inscrição do Aeródromo de uso privativo CIAD PI0015 no cadastro de aeródromos,"PORTARIA Nº 19703/SIA, 28/07/2026",,,2026-07-28,,Portaria,"DOU 03/08/2026, Seção 1, pág. 42",,,,"['alteração', 'portaria']"
Delega competência ao Superintendente de Governança e Meio Ambiente para alterar as categorias dos Cargos Comissionados Executivos e das Funções Comissionadas Executivas da ANAC,"PORTARIA Nº 19702, 28/07/2026",,,2026-07-28,,Portaria,"BPS V.21, Nº 30, 30/07/2026",,Em vigor em 3 de agosto de 2026,,"['alteração', 'portaria']"
Delega competências no âmbito da Superintendência de Padrões Operacionais,"PORTARIA Nº 19698/SPO, 28/07/2026",,,2026-07-28,"Retificado em 13.08.2026 no BPS v.21, nº 32, de 10 a 14.08.2026",Portaria,"BPS V.21, Nº 32, 11/08/2026",,,,['portaria']
Portaria de Organização Interna da Superintendência de Padrões Operacionais - SPO,"PORTARIA Nº 19697/SPO, 28/07/2026",,,2026-07-28,,Portaria,"BPS V.21, Nº 31, 03/08/2026",,,,['portaria']
Torna pública a emissão de Diretriz de Aeronavegabilidade para os aviões Embraer S.A. modelo ERJ 170-200,"PORTARIA Nº 19699/SAR, 28/07/2026",,,2026-07-28,,Portaria,"DOU 3/08/2026, Seção 1, pág. 42",,,,"['diretriz de aeronavegabilidade', 'embraer', 'portaria']"
"Torna pública a renovação de Certificado de Validação de Centro de Treinamento emitido em favor da AIRBUS HELICOPTERS, para conduzir treinamentos e exames segundo o RBAC nº 142","PORTARIA Nº 19704/SPL, 28/07/2026",,,2026-07-28,,Portaria,"DOU 31/07/2026, Seção 1, pág. 81",,,,"['portaria', 'rbac']"
Torna público o cancelamento do Certificado de Organização de Manutenção da WDF CONSULTORIA E SERVICOS EM AVIACAO LTDA.,"PORTARIA Nº 19701/SPO, 28/07/2026",,,2026-07-28,,Portaria,"DOU 31/07/2026, Seção 2, pág. 81",,,,['portaria']
Reconhecimento da capacidade de laboratórios para realizar ensaios de inflamabilidade em materiais de interiores de aeronaves,IS 21.33-001A,,,2026-07-27,,IS,27/07/2026,,Em vigor em 24 de agosto de 2026,,['21.33']
Altera a distribuição de cargos comissionados e de funções comissionadas da Agência Nacional de Aviação Civil - ANAC,"PORTARIA Nº 19688, 27/07/2026",,,2026-07-27,,Portaria,"BPS V.21, Nº 30, 29/07/2026",,Em vigor em 3 de agosto de 2026,,"['alteração', 'portaria']"
Altera o quantitativo de cargos comissionados e de funções comissionadas da Agência Nacional de Aviação Civil - ANAC,"PORTARIA Nº 19686, 27/07/2026",,,2026-07-27,"Retificado no DOU de 04.08.2026, Seção 1, página 71",Portaria,"DOU 29/07/2026, Seção 1, pág. 68","Portaria nº 19.819, de 17.08.2026",Em vigor em 3 de agosto de 2026,,"['alteração', 'portaria']"
Designa Equipe de Gestão e Fiscalização do Contrato,"PORTARIA Nº 19693/SAF, 27/07/2026",,,2026-07-27,,Portaria,"BPS V.21, Nº 30, 29/07/2026",,,,['portaria']
Inscreve no cadastro o heliponto de uso privativo a bordo da unidade FPSO FORTE (9PRT),"PORTARIA Nº 19696/SIA, 27/07/2026",,,2026-07-27,,Portaria,"DOU 31/07/2026, Seção 2, pág. 79",,,,['portaria']
Publica ação administrativa de cassação de licença e habilitações técnicas,"PORTARIA Nº 19690/SPL, 27/07/2026",,,2026-07-27,,Portaria,"DOU 07/08/2026, Seção 2, pág. 115",,,,['portaria']
Torna pública decisão da Diretoria Colegiada em processo administrativo disciplinar,"PORTARIA Nº 19692/ASTEC, 27/07/2026",,,2026-07-27,,Portaria,"DOU 28/07/2026, Seção 2, pág. 42",,,,"['decisão', 'portaria']"
"Altera a Resolução nº 761, de 18 de dezembro de 2024","RESOLUÇÃO Nº 809, 27/07/2026",,,2026-07-27,,Resolução,"DOU 29/07/2026, Seção 1, pág.68",,,,['alteração']
"Monitoramento da irregularidade longitudinal, atrito e macrotextura do pavimento da pista pouso e decolagem",IS 153.205-001D,,,2026-07-24,,IS,24/07/2026,,,,['153.205']
Altera a inscrição do Aeródromo de uso privativo CIAD SE0003 no cadastro de aeródromos,"PORTARIA Nº 19680/SIA, 24/07/2026",,,2026-07-24,,Portaria,"DOU 31/07/2026, Seção 2, pág. 79",,,,"['alteração', 'portaria']"
Altera a inscrição do Heliponto de uso privativo ao nível do solo CIAD RJ0104 no cadastro de aeródromos,"PORTARIA Nº 19683/SIA, 24/07/2026",,,2026-07-24,,Portaria,"DOU 31/07/2026, Seção 2, pág. 79",,,,"['alteração', 'portaria']"
Designa Equipe de Gestão e Fiscalização do Contrato,"PORTARIA Nº 19682/SAF, 24/07/2026",,,2026-07-24,,Portaria,"BPS V.21, Nº 30, 28/07/2026",,,,['portaria']
Designa os pontos focais de custos da ANAC,"PORTARIA Nº 19679/SAF, 24/07/2026",,,2026-07-24,,Portaria,"BPS V.21, Nº 32, 10/08/2026",,,,['portaria']
Prorroga Comissão de Processo Administrativo para Apuração da Responsabilidade de Pessoa Jurídica,"PORTARIA Nº 19497/CRG, 24/06/2026",,,2026-07-24,,Portaria,"DOU 30/06/2026, Seção 1, pág. 108",,,,['portaria']
Torna pública a concessão de suprimento fundos,"PORTARIA Nº 19681/SAF, 24/07/2026",,,2026-07-24,,Portaria,"BPS V.21, Nº 30, 28/07/2026",,,,['portaria']
Torna público o cumprimento dos requisitos para a exploração de serviços aéreos,"PORTARIA Nº 19685/SPO, 24/07/2026",,,2026-07-24,,Portaria,"DOU 29/07/2026, Seção 1, pág.",,,,['portaria']
Altera a inscrição do Heliponto de uso privativo ao nível do solo CIAD RJ0030 no cadastro de aeródromos,"PORTARIA Nº 19672/SIA, 23/07/2026",,,2026-07-23,,Portaria,"DOU 24/07/2026, Seção 1, pág. 83",,,,"['alteração', 'portaria']"
Inscreve no cadastro o heliponto de uso privativo a bordo da unidade FPSO RAIA (9PLZ),"PORTARIA Nº 19678/SIA,  2/07/2026",,,2026-07-23,,Portaria,"DOU 28/07/2026, Seção 1, pág. 57",,,,['portaria']
Inscreve o Aeródromo de uso privativo CIAD MS0825 no cadastro de aeródromos,"PORTARIA  Nº 19677/SIA, 23/07/2026",,,2026-07-23,,Portaria,"DOU 31/07/2026, Seção 2, pág. 79",,,,['portaria']
Inscreve o Heliponto de uso privativo ao nível do solo CIAD SP1524 no cadastro de aeródromos,"PORTARIA Nº 19675/SIA, 23/07/2026",,,2026-07-23,,Portaria,"DOU 30/07/2026, Seção 1, pág.106",,,,['portaria']
Inscreve o Heliponto de uso privativo elevado CIAD SP0883 no cadastro de aeródromos,"PORTARIA Nº 19676/SIA, 23/07/2026",,,2026-07-23,,Portaria,"DOU 31/07/2026, Seção 2, pág. 79",,,,['portaria']
Torna pública a emissão de Diretriz de Aeronavegabilidade para os aviões Embraer S.A. modelos ERJ 190-300 e ERJ 190-400,"PORTARIA Nº 19671/SAR, 23/07/2026",,,2026-07-23,,Portaria,"DOU 29/07/2026, Seção 1, pág. 75",,,,"['diretriz de aeronavegabilidade', 'embraer', 'portaria']"
Altera a inscrição do Heliponto de uso privativo ao nível do solo CIAD RJ0099 no cadastro de aeródromos,"PORTARIA Nº 19668/SIA, 22/07/2026",,,2026-07-22,,Portaria,"DOU 31/07/2026, Seção 2, pág. 79","Portaria nº 19.820, de 17.08.2026",,,"['alteração', 'portaria']"
Inscreve no cadastro o heliponto de uso privativo a bordo da unidade DEEPWATER ORION (9PWN),"PORTARIA Nº 19665/SIA, 22/07/2026",,,2026-07-22,,Portaria,"DOU 27/07/2026, Seção 1, pág. 81",,,,['portaria']
Inscreve no cadastro o heliponto de uso privativo a bordo da unidade FPSO CIDADE DE CAMPOS DOS GOYTACAZES MV29 / MV29 (9PQZ),"PORTARIA Nº 19669/SIA, 22/07/2026",,,2026-07-22,,Portaria,"DOU 27/07/2026, Seção 1, pág. 81",,,,['portaria']
Portaria de Organização Interna da Superintendência de Pessoal da Aviação Civil - SPL,"PORTARIA Nº 19666/SPL, 22/07/2026",,,2026-07-22,,Portaria,"BPS V.21, Nº 29, 23/07/2026",,Em vigor em 3 de agosto de 2026,,['portaria']
Inscreve o Heliponto de uso privativo ao nível do solo CIAD MG0683 no cadastro de aeródromos,"PORTARIA Nº 19660/SIA, 21/07/2026",,,2026-07-21,,Portaria,"DOU 27/07/2026, Seção 1, pág. 81",,,,['portaria']
Inscreve o Heliponto de uso privativo elevado CIAD SP1238 no cadastro de aeródromos,"PORTARIA Nº 19663/SIA, 21/07/2026",,,2026-07-21,,Portaria,"DOU 03/08/2026, Seção 1, pág. 42",,,,['portaria']
Torna pública a revisão do certificado de operador aéreo da AEROCARTA ENGENHARIA DE AEROLEVANTAMENTOS LTDA.,"PORTARIA Nº 19661/SIA, 21/07/2026",,,2026-07-21,,Portaria,"DOU 23/07/2026, Seção 1, pág. 336",,,,['portaria']
Torna pública a revisão do certificado de operador aéreo da VIAER AERO TRADING S.A.,"PORTARIA Nº 19662/SIA, 21/07/2026",,,2026-07-21,,Portaria,"DOU 23/07/2026, Seção 1, pág. 336",,,,['portaria']
Altera a Portaria de Organização Interna da Superintendência de Serviços Aéreos,"PORTARIA Nº 19659/SSA, 20/07/2026",,,2026-07-20,,Portaria,"BPS V.21, Nº 30, 28/07/2026",,Em vigor em 3 de agosto de 2026,,"['alteração', 'portaria']"
Altera a inscrição do Aeródromo de uso privativo CIAD SC0034 no cadastro de aeródromos,"PORTARIA Nº 19657/SIA, 20/07/2026",,,2026-07-20,,Portaria,"DOU 24/07/2026, Seção 1, pág. 83",,,,"['alteração', 'portaria']"
Dispõe sobre a transferência das atividades relacionadas à operacionalização da folha de pagamento no âmbito da Agência Nacional de Aviação Civil - ANAC,"PORTARIA Nº 19650/SAF/SGP, 20/07/2026",,,2026-07-20,,Portaria,"BPS V.21, Nº 29, 24/07/2026",,,,['portaria']
Inscreve o Aeródromo de uso privativo CIAD BA0532 no cadastro de aeródromos,"PORTARIA Nº 19652/SIA, 20/07/2026",,,2026-07-20,,Portaria,"DOU 23/07/2026, Seção 1, pág. 336",,,,['portaria']
Inscreve o Aeródromo de uso privativo CIAD PA0450 no cadastro de aeródromos,"PORTARIA Nº 19651/SIA, 20/07/2026",,,2026-07-20,,Portaria,"DOU 24/07/2026, Seção 1, pág. 83",,,,['portaria']
Inscreve o Aeródromo de uso privativo CIAD PI0128 no cadastro de aeródromos,"PORTARIA Nº 19655/SIA, 20/07/2026",,,2026-07-20,,Portaria,"DOU 24/07/2026, Seção 1, pág. 83",,,,['portaria']
Inscreve o Heliponto de uso privativo elevado CIAD SC0189 no cadastro de aeródromos,"PORTARIA Nº 19658/SIA, 20/07/2026",,,2026-07-20,,Portaria,"DOU 24/07/2026, Seção 1, pág. 83",,,,['portaria']
Torna pública a suspensão de Certificado de Organização de Manutenção,"PORTARIA Nº 19656/SPO, 20/07/2026",,,2026-07-20,,Portaria,"DOU 28/07/2026, Seção 1, pág. 57",,,,['portaria']
Auxílios visuais para pistas de pouso e decolagem e pistas de táxi,IS 154-003B,,,2026-07-17,,IS,17/07/2026,,,,['']
Características físicas de aeródromos,IS 154-002C,,,2026-07-17,,IS,17/07/2026,,,,['']
Critérios de movimentação no solo,IS 153-001B,,,2026-07-17,,IS,17/07/2026,,,,['']
Orientações para a elaboração de análise de risco com vistas à demonstração de nível aceitável de segurança operacional.,IS 154.5-001B,,,2026-07-17,,IS,17/07/2026,,,,['154.5']
Altera a inscrição do Aeródromo de uso privativo CIAD GO0152 no cadastro de aeródromos,"PORTARIA Nº 19648/SIA, 17/07/2026",,,2026-07-17,,Portaria,"DOU 22/07/2026, Seção 1, pág. 101",,,,"['alteração', 'portaria']"
Altera a inscrição do Aeródromo de uso privativo CIAD SP1284 no cadastro de aeródromos,"PORTARIA Nº 19639/SIA, 17/07/2026",,,2026-07-17,,Portaria,"DOU 22/07/2026, Seção 1, pág. 101",,,,"['alteração', 'portaria']"
Inscreve o Heliponto de uso privativo ao nível do solo CIAD SC0270 no cadastro de aeródromos,"PORTARIA Nº 19644/SIA, 17/07/2026",,,2026-07-17,,Portaria,"DOU 23/07/2026, Seção 1, pág. 336",,,,['portaria']
Portaria de Organização Interna da Assessoria de Segurança Operacional,"PORTARIA Nº 19647/ASSOP, 17/07/2026",,,2026-07-17,,Portaria,"BPS V.21, Nº 29, 20/07/2026",,Em vigor em 3 de agosto de 2026,,['portaria']
"Reajusta os tetos das tarifas aeroportuárias aplicáveis ao Contrato de Concessão do Aeroporto Internacional Juscelino Kubitschek, localizado em Brasília (DF)","PORTARIA Nº 19646/SRA, 17/07/2026",,,2026-07-17,,Portaria,"DOU 24/07/2026, Seção 1, págs. 83 e 84",,,,['portaria']
Torna pública a emissão de Diretriz de Aeronavegabilidade para os aviões Embraer S.A. modelos ERJ 190-300 e ERJ 190-400,"PORTARIA Nº 19649/SAR, 17/07/2026",,,2026-07-17,,Portaria,"DOU 21/07/2026, Seção 1, pág. 155",,,,"['diretriz de aeronavegabilidade', 'embraer', 'portaria']"
Torna pública a interrupção da prerrogativa para exploração de serviço aéreo,"PORTARIA Nº 19642/SPO, 17/07/2026",,,2026-07-17,,Portaria,"DOU 21/07/2026, Seção 1, pág. 156",,,,['portaria']
Torna pública a interrupção da prerrogativa para exploração de serviço aéreo.,"PORTARIA Nº 19643/SPO, 17/07/2026",,,2026-07-17,"Retificado no DOU de 23.07.2026, Seção 1, página 336",Portaria,"DOU 21/07/2026, Seção 1, pág. 156",,,,['portaria']
Torna pública a revisão do certificado de operador aéreo da SALAR BALLOONS LTDA.,"PORTARIA Nº 19645/SPO, 17/07/2026",,,2026-07-17,,Portaria,"DOU 21/07/2026, Seção 1, pág. 156",,,,['portaria']
Torna público a emissão do Certificado de Centro de Instrução de Aviação Civil em favor da V MAIS EDUCACIONAL LTDA.,"PORTARIA Nº 19640/SPL, 17/07/2026",,,2026-07-17,,Portaria,"DOU 21/07/2026, Seção 1, pág. 156",,,,['portaria']
Torna público a emissão do Certificado de Centro de Instrução de Aviação Civil em favor do INSTITUTO BRASILEIRO DA AVIACAO AGRICOLA - IBRAVAG,"PORTARIA Nº 19641/SPL, 17/07/2026",,,2026-07-17,,Portaria,"DOU 21/07/2026, Seção 1, pág. 156",,,,['portaria']
Torna público o cancelamento do Certificado de Organização de Manutenção da GOAIR - MASTER OFICINA MANUTENCAO DE AERONAVES LTDA.,"PORTARIA Nº 19638/SPO, 17/07/2026",,,2026-07-17,,Portaria,"DOU 21/07/2026, Seção 1, pág. 156",,,,['portaria']
Procedimentos para elaboração do manual geral de operações (MGO) dos operadores aéreos regidos pelo RBAC nº 135,IS 135-002G,,,2026-07-16,,IS,16/07/2026,,,,['rbac']
Conceitos básicos sobre fadiga humana,IS 117-001C,,,2026-07-16,,Instrução Normativa,16/07/2026,,,,['']
"Defere o pedido de Nível Equivalente de Segurança parcial aos parágrafos 61.213(a)(2)(iii), 61.213(a)(3)(iii), 61.218(b)(2)(iii) e 61.218(b)(3)(iii) do RBAC nº 61 em favor de EPA Training Center","PORTARIA Nº 19632/SPL, 16/07/2026",,,2026-07-16,,Portaria,"DOU 20/07/2026, Seção 1, pág. 71",,,,"['61.213', '61.218', 'nível equivalente de segurança', 'portaria', 'rbac']"
Designa Equipe de Planejamento da Contratação,"PORTARIA Nº 19635/SAF, 16/07/2026",,,2026-07-16,,Portaria,"BPS V.21, Nº 29, 20/07/2026",,,,['portaria']
Inscreve o Aeródromo de uso privativo CIAD GO0442 no cadastro de aeródromos.,"PORTARIA Nº 19634/SIA, 16/07/2026",,,2026-07-16,,Portaria,"DOU 22/07/2026, Seção 1, pág. 101",,,,['portaria']
Inscreve o Heliponto de uso privativo ao nível do solo CIAD GO0441 no cadastro de aeródromos,"PORTARIA Nº 19633/SIA, 16/07/2026",,,2026-07-16,,Portaria,"DOU 22/07/2026, Seção 1, pág. 101",,,,['portaria']
Inscreve o Heliponto de uso privativo ao nível do solo CIAD SP1522 no cadastro de aeródromos,"PORTARIA Nº 19637/SIA, 16/07/2026",,,2026-07-16,,Portaria,"DOU 22/07/2026, Seção 1, pág. 101",,,,['portaria']
"Revoga a suspensão cautelar do Certificado de CIAC e autoriza, de forma precária, a mudança de endereço  da Good Flight Escola de Aviação Civil LTDA.","PORTARIA Nº 19630/SPL, 16/07/2026",,,2026-07-16,,Portaria,"DOU 20/07/2026, Seção 1, pág. 71",,,,['portaria']
Torna pública a revisão do certificado de operador aéreo da AEROSAT ENGENHARIA E AEROLEVANTAMENTOS LTDA.,"PORTARIA Nº 19631/SPO, 16/07/2026",,,2026-07-16,,Portaria,"DOU 21/07/2026, Seção 1, pág. 156",,,,['portaria']
"Torna pública a revogação de medida administrativa cautelar de restrição às operações de pouso de aeronaves de asa fixa com motores a reação (turbojatos) no aeródromo de uso público de Quixadá, localizado em Quixadá (CE)","PORTARIA Nº 19629/SIA, 16/07/2026",,,2026-07-16,,Portaria,"DOU 20/07/2026, Seção 1, pág. 71",,,,['portaria']
Portaria de Organização Interna da Superintendência de Regulação Econômica de Aeroportos - SRA,PORTARIA Nº 19628/SRA 15/07/2026,,,2026-07-15,,Portaria,"BPS V.21, Nº 28, 17/07/2026",,Em vigor em 3 de agosto de 2026,,['portaria']
Torna público o cancelamento do Certificado de Organização de Manutenção da HELIALFA COMÉRCIO E SERVIÇOS LTDA.,"PORTARIA Nº 19627/SPO, 15/07/2026",,,2026-07-15,,Portaria,"DOU 21/07/2026, Seção 1, pág. 156",,,,['portaria']
"Altera a Portaria nº 1.446/SIA, de 20 de junho de 2014","PORTARIA Nº 19619/SIA, 14/07/2026",,,2026-07-14,,Portaria,"DOU 17/07/2026, Seção 1, pág. 153",,,,"['1.446', 'alteração', 'portaria']"
