ID;​​Manufacturer;​Model;​Type Designator;​Description;​Engine Type;​Engine Count;​​WTC
5570;JODEL;D-125;D11;LandPlane;Piston;1;L
5571;JODEL;D-126;D11;LandPlane;Piston;1;L
5572;JODEL;D-127;D11;LandPlane;Piston;1;L
5573;JODEL;D-128;D11;LandPlane;Piston;1;L
5574;JODEL;D-140 Abeille;D140;LandPlane;Piston;1;L
5575;JODEL;D-140 Mousquetaire;D140;LandPlane;Piston;1;L
5576;JODEL;D-150 Mascaret;D150;LandPlane;Piston;1;L
5577;JODEL;Mascaret;D150;LandPlane;Piston;1;L
5578;JODEL;Mousquetaire;D140;LandPlane;Piston;1;L
5579;JOHNSON;Rocket 185;R185;LandPlane;Piston;1;L
5580;JOHNSTON;Super Brave;PA36;LandPlane;Piston;1;L
5581;JONKER;JS-1TJ Revelation;TS1J;LandPlane;Jet;1;L
5582;JONKER;Revelation;TS1J;LandPlane;Jet;1;L
5583;JORDAN AEROSPACE;CH-8000 Shark;CH80;LandPlane;Piston;1;L
5584;JORDAN AEROSPACE;Shark;CH80;LandPlane;Piston;1;L
5585;JORDAN AEROSPACE;CH-2000 Sama;CH2T;LandPlane;Piston;1;L
5586;JORDAN AEROSPACE;CH-8000 Hawk 1;CH80;LandPlane;Piston;1;L
5587;JORDAN AEROSPACE;Hawk 1;CH80;LandPlane;Piston;1;L
5588;JORDAN AEROSPACE;Sama;CH2T;LandPlane;Piston;1;L
5589;JUNKERS;Ju-52/3m;JU52;LandPlane;Piston;3;M
5590;JUNKERS;F-13 Replica;F13;LandPlane;Piston;1;L
5591;JUNKERS PROFLY;Junka;KAK3;LandPlane;Piston;1;L
5592;JUNQUA;Ibis;RJ03;LandPlane;Piston;1;L
5593;JUNQUA;RJ-03 Ibis;RJ03;LandPlane;Piston;1;L
5594;JURCA;1-Nine-0;MJ8;LandPlane;Piston;1;L
5595;JURCA;Autan;MJ53;LandPlane;Piston;1;L
5596;JURCA;Biso;MJ55;LandPlane;Piston;1;L
5597;JURCA;Dart;MJ3;LandPlane;Piston;1;L
5598;JURCA;Focke-Wulf Fw-190 Replica;MJ80;LandPlane;Piston;1;L
5599;JURCA;Gnatsum (MJ-7);MJ7;LandPlane;Piston;1;L
5600;JURCA;Gnatsum (MJ-77);MJ77;LandPlane;Piston;1;L
5601;JURCA;Messerschmitt Bf-109 Replica;MJ90;LandPlane;Piston;1;L
5602;JURCA;MJ-2 Tempête;MJ2;LandPlane;Piston;1;L
5603;JURCA;MJ-3 Dart;MJ3;LandPlane;Piston;1;L
5604;JURCA;MJ-4 Shadow;MJ4;LandPlane;Piston;1;L
5605;JURCA;MJ-5 Sirocco;MJ5;LandPlane;Piston;1;L
5606;JURCA;MJ-7 Gnatsum;MJ7;LandPlane;Piston;1;L
5607;JURCA;MJ-8 1-Nine-0;MJ8;LandPlane;Piston;1;L
5608;JURCA;MJ-9;MJ9;LandPlane;Piston;1;L
5609;JURCA;MJ-10 Spit;MJ10;LandPlane;Piston;1;L
5610;JURCA;MJ-12 P-40;MJ12;LandPlane;Piston;1;L
5611;JURCA;MJ-20 Tempête;MJ2;LandPlane;Piston;1;L
5612;JURCA;MJ-22 Tempête;MJ2;LandPlane;Piston;1;L
5613;JURCA;MJ-53 Autan;MJ53;LandPlane;Piston;1;L
5614;JURCA;MJ-55 Biso;MJ55;LandPlane;Piston;1;L
5615;JURCA;MJ-77 Gnatsum;MJ77;LandPlane;Piston;1;L
5616;JURCA;MJ-80 Focke-Wulf Fw-190 Replica;MJ80;LandPlane;Piston;1;L
5617;JURCA;MJ-90 Messerschmitt Bf-109 Replica;MJ90;LandPlane;Piston;1;L
5618;JURCA;MJ-100 Spitfire Replica;MJ1H;LandPlane;Piston;1;L
5619;JURCA;P-40;MJ12;LandPlane;Piston;1;L
5620;JURCA;Shadow;MJ4;LandPlane;Piston;1;L
5621;JURCA;Sirocco;MJ5;LandPlane;Piston;1;L
5622;JURCA;Spit;MJ10;LandPlane;Piston;1;L
5623;JURCA;Spitfire Replica;MJ1H;LandPlane;Piston;1;L
5624;JURCA;Tempête;MJ2;LandPlane;Piston;1;L
5625;JUST;Escapade;ESCP;LandPlane;Piston;1;L
5626;JUST;Highlander;HIGH;LandPlane;Piston;1;L
5627;K & S;Cavalier (SA-102.5);SA02;LandPlane;Piston;1;L
5628;K & S;Cavalier (SA-103);SA03;LandPlane;Piston;1;L
5629;K & S;Cavalier (SA-104);SA04;LandPlane;Piston;1;L
5630;K & S;SA-102.5 Cavalier;SA02;LandPlane;Piston;1;L
5631;K & S;SA-103 Cavalier;SA03;LandPlane;Piston;1;L
5632;K & S;SA-104 Cavalier;SA04;LandPlane;Piston;1;L
5633;K & S;SA-105 Super Cavalier;SA05;LandPlane;Piston;1;L
5634;K & S;Super Cavalier;SA05;LandPlane;Piston;1;L
5635;KADER;Aeropony;BU81;LandPlane;Piston;1;L
5636;KADER;Bestmann;BU81;LandPlane;Piston;1;L
5637;KADER;G-10 Aeropony;BU81;LandPlane;Piston;1;L
5638;KADER;Gomhouria;BU81;LandPlane;Piston;1;L
5639;KAISER;Magic;MGIC;LandPlane;Piston;1;L
5640;KAMAN;H-43A;H43A;Helicopter;Piston;1;L
5641;KAMAN;HH-43A;H43A;Helicopter;Piston;1;L
5642;KAMAN;HH-43B Huskie;H43B;Helicopter;Turboprop/Turboshaft;1;L
5643;KAMAN;HH-43F Huskie;H43B;Helicopter;Turboprop/Turboshaft;1;L
5644;KAMAN;HOK;H43A;Helicopter;Piston;1;L
5645;KAMAN;HUK;H43A;Helicopter;Piston;1;L
5646;KAMAN;Huskie;H43B;Helicopter;Turboprop/Turboshaft;1;L
5647;KAMAN;K-20 Seasprite;H2;Helicopter;Turboprop/Turboshaft;2;L
5648;KAMAN;K-600;H43A;Helicopter;Piston;1;L
5649;KAMAN;K-600-3 Huskie;H43B;Helicopter;Turboprop/Turboshaft;1;L
5650;KAMAN;K-600-5 Huskie;H43B;Helicopter;Turboprop/Turboshaft;1;L
5651;KAMAN;K-894 Super Seasprite;H2;Helicopter;Turboprop/Turboshaft;2;L
5652;KAMAN;K-1200 K-Max;KMAX;Helicopter;Turboprop/Turboshaft;1;L
5653;KAMAN;K-Max;KMAX;Helicopter;Turboprop/Turboshaft;1;L
5654;KAMAN;OH-43;H43A;Helicopter;Piston;1;L
5655;KAMAN;Seasprite;H2;Helicopter;Turboprop/Turboshaft;2;L
5656;KAMAN;SH-2 Seasprite;H2;Helicopter;Turboprop/Turboshaft;2;L
5657;KAMAN;SH-2 Super Seasprite;H2;Helicopter;Turboprop/Turboshaft;2;L
5658;KAMAN;Super Seasprite;H2;Helicopter;Turboprop/Turboshaft;2;L
5659;KAMAN;UH-43;H43A;Helicopter;Piston;1;L
5660;KAMINSKAS;Jungster 1;jun/01;LandPlane;Piston;1;L
5661;KAMINSKAS;Jungster 2;jun/02;LandPlane;Piston;1;L
5662;KAMINSKAS;RK-1 Jungster 1;jun/01;LandPlane;Piston;1;L
5663;KAMINSKAS;RK-2 Jungster 2;jun/02;LandPlane;Piston;1;L
5664;KAMOV;Alligator;KA52;Helicopter;Turboprop/Turboshaft;2;M
5665;KAMOV;Black Shark;KA50;Helicopter;Turboprop/Turboshaft;2;M
5666;KAMOV;Chernaya Akula;KA50;Helicopter;Turboprop/Turboshaft;2;M
5667;KAMOV;Ka-25;KA25;Helicopter;Turboprop/Turboshaft;2;M
5668;KAMOV;Ka-26;KA26;Helicopter;Piston;2;L
5669;KAMOV;Ka-27;KA27;Helicopter;Turboprop/Turboshaft;2;M
5670;KAMOV;Ka-28;KA27;Helicopter;Turboprop/Turboshaft;2;M
5671;KAMOV;Ka-29;KA27;Helicopter;Turboprop/Turboshaft;2;M
5672;KAMOV;Ka-31;KA27;Helicopter;Turboprop/Turboshaft;2;M
5673;KAMOV;Ka-32;KA27;Helicopter;Turboprop/Turboshaft;2;M
5674;KAMOV;Ka-50 Black Shark;KA50;Helicopter;Turboprop/Turboshaft;2;M
5675;KAMOV;Ka-50 Chernaya Akula;KA50;Helicopter;Turboprop/Turboshaft;2;M
5676;KAMOV;Ka-50 Werewolf;KA50;Helicopter;Turboprop/Turboshaft;2;M
5677;KAMOV;Ka-52 Alligator;KA52;Helicopter;Turboprop/Turboshaft;2;M
5678;KAMOV;Ka-60 Kasatka;KA62;Helicopter;Turboprop/Turboshaft;2;L
5679;KAMOV;Ka-62;KA62;Helicopter;Turboprop/Turboshaft;2;L
5680;KAMOV;Ka-126;K126;Helicopter;Turboprop/Turboshaft;1;L
5681;KAMOV;Ka-226 Sergei;K226;Helicopter;Turboprop/Turboshaft;2;L
5682;KAMOV;Kasatka;KA62;Helicopter;Turboprop/Turboshaft;2;L
5683;KAMOV;Sergei;K226;Helicopter;Turboprop/Turboshaft;2;L
5684;KAMOV;Werewolf;KA50;Helicopter;Turboprop/Turboshaft;2;M
5685;KAMOV;HH-32;KA27;Helicopter;Turboprop/Turboshaft;2;M
5686;KAMOV;Ka-252;KA27;Helicopter;Turboprop/Turboshaft;2;M
5687;KANPUR;748;A748;LandPlane;Turboprop/Turboshaft;2;M
5688;KAPPA;KP-2 Sova;KP2;LandPlane;Piston;1;L
5689;KAPPA;Sova;KP2;LandPlane;Piston;1;L
5690;KARI;Firefly;KAFI;LandPlane;Piston;1;L
5691;KARI;Twinbee;KATB;LandPlane;Piston;2;L
5692;KARI-KEEN;60 Coupe;KK60;LandPlane;Piston;1;L
5693;KARI-KEEN;Coupe;KK60;LandPlane;Piston;1;L
5694;KAWASAKI;47G;B47G;Helicopter;Piston;1;L
5695;KAWASAKI;369;H500;Helicopter;Turboprop/Turboshaft;1;L
5696;KAWASAKI;500;H500;Helicopter;Turboprop/Turboshaft;1;L
5697;KAWASAKI;C-1;C1;LandPlane;Jet;2;M
5698;KAWASAKI;CH-47 Chinook;H47;Helicopter;Turboprop/Turboshaft;2;M
5699;KAWASAKI;Chinook;H47;Helicopter;Turboprop/Turboshaft;2;M
5700;KAWASAKI;EP-3 Orion;P3;LandPlane;Turboprop/Turboshaft;4;M
5701;KAWASAKI;Hkp4;H46;Helicopter;Turboprop/Turboshaft;2;M
5702;KAWASAKI;KH-4;KH4;Helicopter;Piston;1;L
5703;KAWASAKI;KHI-01;EH10;Helicopter;Turboprop/Turboshaft;3;M
5704;KAWASAKI;KV-107;H46;Helicopter;Turboprop/Turboshaft;2;M
5705;KAWASAKI;OH-1;OH1;Helicopter;Turboprop/Turboshaft;2;L
5706;KAWASAKI;OH-6;H500;Helicopter;Turboprop/Turboshaft;1;L
5707;KAWASAKI;Orion;P3;LandPlane;Turboprop/Turboshaft;4;M
5708;KAWASAKI;P-3 Orion;P3;LandPlane;Turboprop/Turboshaft;4;M
5709;KAWASAKI;T-4;T4;LandPlane;Jet;2;M
5710;KAWASAKI;T-33;T33;LandPlane;Jet;1;M
5711;KAWASAKI;TH-55;H269;Helicopter;Piston;1;L
5712;KAWASAKI;UP-3 Orion;P3;LandPlane;Turboprop/Turboshaft;4;M
5713;KAWASAKI;P-1;P1;LandPlane;Jet;4;M
5714;KAWASAKI;UP-1;P1;LandPlane;Jet;4;M
5715;KAWASAKI;C-2;KC2;LandPlane;Jet;2;H
5716;KAWASAKI;CH-101;EH10;Helicopter;Turboprop/Turboshaft;3;M
5717;KAWASAKI;MCH-101;EH10;Helicopter;Turboprop/Turboshaft;3;M
5718;KAWASAKI;XC-2;KC2;LandPlane;Jet;2;H
5719;KAWASAKI;EC-1;C1;LandPlane;Jet;2;M
5720;KAWASAKI;RC-2;KC2;LandPlane;Jet;2;H
5721;KAZAN;Ansat;ANST;Helicopter;Turboprop/Turboshaft;2;L
5722;KAZAN;Ansat 2RT;A2RT;Helicopter;Turboprop/Turboshaft;2;L
5723;KELEHER;Lark;KELA;LandPlane;Piston;1;L
5724;KELLY;D;KELD;LandPlane;Piston;1;L
5725;KELOWNA;CV-5800;CVLT;LandPlane;Turboprop/Turboshaft;2;M
5726;KESTREL (1);K-250;K250;LandPlane;Piston;1;L
5727;KESTREL (2);Float Hawk;KEHA;LandPlane;Piston;1;L
5728;KESTREL (2);Sport Hawk;KEHA;LandPlane;Piston;1;L
5729;KEUTHAN;Buccaneer;BUCA;Amphibian;Piston;1;L
5730;KEUTHAN;Sabre 2;SAB2;LandPlane;Piston;1;L
5731;KEUTHAN;Zephyr 2;ZEP2;LandPlane;Piston;1;L
5732;KEYSTONE;S-76;S76;Helicopter;Turboprop/Turboshaft;2;L
5733;KHRUNICHEV;Aist;T411;LandPlane;Piston;1;L
5734;KHRUNICHEV;Snegir;T415;LandPlane;Piston;1;L
5735;KHRUNICHEV;T-411 Aist;T411;LandPlane;Piston;1;L
5736;KHRUNICHEV;T-411 Wolverine;T411;LandPlane;Piston;1;L
5737;KHRUNICHEV;T-415 Snegir;T415;LandPlane;Piston;1;L
5738;KHRUNICHEV;Wolverine;T411;LandPlane;Piston;1;L
5739;KHRUNICHEV;AT-419 Strekoza;T419;LandPlane;Piston;1;L
5740;KHRUNICHEV;Strekoza;T419;LandPlane;Piston;1;L
5741;KIEGER;AK-1;KAK1;LandPlane;Piston;1;L
5742;KIEGER;AK-3;KAK3;LandPlane;Piston;1;L
5743;KILLINGSWORTH;DSK-1 Hawk;DSK;LandPlane;Piston;1;L
5744;KILLINGSWORTH;DSK-2 Golden Hawk;DSK;LandPlane;Piston;1;L
5745;KILLINGSWORTH;Golden Hawk;DSK;LandPlane;Piston;1;L
5746;KILLINGSWORTH;Hawk;DSK;LandPlane;Piston;1;L
5747;KIMBALL;DR-109 Rhino;R109;LandPlane;Piston;1;L
5748;KIMBALL;Macho Stinker;PTMS;LandPlane;Piston;1;L
5749;KIMBALL;McCullocoupe;MCUL;LandPlane;Piston;1;L
5750;KIMBALL;Rhino;R109;LandPlane;Piston;1;L
5751;KIMBALL;S-12 Macho Stinker;PTMS;LandPlane;Piston;1;L
5752;KIMBALL;S-12 Super Stinker;PTMS;LandPlane;Piston;1;L
5753;KIMBALL;Super Stinker;PTMS;LandPlane;Piston;1;L
5754;KIMBALL;Ti-12;PTMS;LandPlane;Piston;1;L
5755;KIMBALL;S-12 Python;PTMS;LandPlane;Piston;1;L
5756;KIMBALL;Python;PTMS;LandPlane;Piston;1;L
5757;KIMBREL;Dormoy Bathtub;BTUB;LandPlane;Piston;1;L
5758;KINETIC;Mountain Goat;MOGO;LandPlane;Piston;1;L
5759;KING'S;44 Angel;ANGL;LandPlane;Piston;2;L
5760;KING'S;Angel;ANGL;LandPlane;Piston;2;L
5761;KITFOX;Kitfox;FOX;LandPlane;Piston;1;L
5762;KITPLANES FOR AFRICA;Bushbaby;KFAB;LandPlane;Piston;1;L
5763;KITPLANES FOR AFRICA;Explorer;KFAB;LandPlane;Piston;1;L
5764;KITPLANES FOR AFRICA;Safari;KFAS;LandPlane;Piston;1;L
5765;KLEMM;Kl-35;KL35;LandPlane;Piston;1;L
5766;KLEMM;Kl-107;KL07;LandPlane;Piston;1;L
5767;KLEMM;L-25;KL25;LandPlane;Piston;1;L
5768;KLN;VL-3;VL3;LandPlane;Piston;1;L
5769;KLN;VL-3 Flamingo;VL3;LandPlane;Piston;1;L
5770;KLN;Flamingo;VL3;LandPlane;Piston;1;L
5771;KLS COMPOSITES;SQ-2000;SQ2T;LandPlane;Piston;1;L
5772;KOLB;King Colbra;KLBR;LandPlane;Piston;1;L
5773;KOLB;Laser;KOLL;LandPlane;Piston;1;L
5774;KOLB;Pelican;PELI;LandPlane;Piston;1;L
5775;KOLB;Flyer SS;FLSS;LandPlane;Piston;1;L
5776;KOPTER;SH-09;SH09;Helicopter;Turboprop/Turboshaft;1;L
5777;KOREA AEROSPACE;A-50 Golden Eagle;K50;LandPlane;Jet;1;M
5778;KOREA AEROSPACE;BO-105;B105;Helicopter;Turboprop/Turboshaft;2;L
5779;KOREA AEROSPACE;F-16 Fighting Falcon;F16;LandPlane;Jet;1;M
5780;KOREA AEROSPACE;Fighting Falcon;F16;LandPlane;Jet;1;M
5781;KOREA AEROSPACE;Golden Eagle;K50;LandPlane;Jet;1;M
5782;KOREA AEROSPACE;KO-1 Woong-Bee;KT1;LandPlane;Turboprop/Turboshaft;1;L
5783;KOREA AEROSPACE;KT-1 Woong-Bee;KT1;LandPlane;Turboprop/Turboshaft;1;L
5784;KOREA AEROSPACE;KTX-1 Woong-Bee;KT1;LandPlane;Turboprop/Turboshaft;1;L
5785;KOREA AEROSPACE;SB-427;B427;Helicopter;Turboprop/Turboshaft;2;L
5786;KOREA AEROSPACE;T-50 Golden Eagle;K50;LandPlane;Jet;1;M
5787;KOREA AEROSPACE;Woong-Bee;KT1;LandPlane;Turboprop/Turboshaft;1;L
5788;KOREA AEROSPACE;XKO-1 Woong-Bee;KT1;LandPlane;Turboprop/Turboshaft;1;L
5789;KOREA AEROSPACE;XKT-1 Woong-Bee;KT1;LandPlane;Turboprop/Turboshaft;1;L
5790;KOREA AEROSPACE;KA-1 Woong-Bee;KT1;LandPlane;Turboprop/Turboshaft;1;L
5791;KOREA AEROSPACE;F/A-50 Golden Eagle;K50;LandPlane;Jet;1;M
5792;KOREA AEROSPACE;T/A-50 Golden Eagle;K50;LandPlane;Jet;1;M
5793;KOREA AEROSPACE;Surion;SURN;Helicopter;Turboprop/Turboshaft;2;M
5794;KOREAN AIR;369;H500;Helicopter;Turboprop/Turboshaft;1;L
5795;KOREAN AIR;500;H500;Helicopter;Turboprop/Turboshaft;1;L
5796;KOREAN AIR;500 Defender;H500;Helicopter;Turboprop/Turboshaft;1;L
5797;KOREAN AIR;520MK Black Tiger;H500;Helicopter;Turboprop/Turboshaft;1;L
5798;KOREAN AIR;Black Hawk;H60;Helicopter;Turboprop/Turboshaft;2;M
5799;KOREAN AIR;Black Tiger;H500;Helicopter;Turboprop/Turboshaft;1;L
5800;KOREAN AIR;Chang-Gong 91;CHGO;LandPlane;Piston;1;L
5801;KOREAN AIR;Chegoong-Ho;F5;LandPlane;Jet;2;M
5802;KOREAN AIR;CHK-91 Chang-Gong 91;CHGO;LandPlane;Piston;1;L
5803;KOREAN AIR;Defender;H500;Helicopter;Turboprop/Turboshaft;1;L
5804;KOREAN AIR;F-5 Chegoong-Ho;F5;LandPlane;Jet;2;M
5805;KOREAN AIR;F-5 Tiger 2;F5;LandPlane;Jet;2;M
5806;KOREAN AIR;Tiger 2;F5;LandPlane;Jet;2;M
5807;KOREAN AIR;UH-60 Black Hawk;H60;Helicopter;Turboprop/Turboshaft;2;M
5808;KOVACH-ELMENDORF;Doc's RX;DOCX;LandPlane;Piston;1;L
5809;KOVACH-ELMENDORF;ES-3 Doc's RX;DOCX;LandPlane;Piston;1;L
5810;KOVACS;K-51 Peregrino;K51;LandPlane;Piston;1;L
5811;KOVACS;Peregrino;K51;LandPlane;Piston;1;L
5812;KREIDER-REISNER;C-4 Challenger;KR34;LandPlane;Piston;1;L
5813;KREIDER-REISNER;C-2 Challenger;KR31;LandPlane;Piston;1;L
5814;KREIDER-REISNER;Challenger (C-2);KR31;LandPlane;Piston;1;L
5815;KREIDER-REISNER;C-6 Challenger;KR21;LandPlane;Piston;1;L
5816;KREIDER-REISNER;Challenger (C-6);KR21;LandPlane;Piston;1;L
5817;KREIDER-REISNER;Challenger (C-4);KR34;LandPlane;Piston;1;L
5818;KUBICEK;M-2 Scout;M2;LandPlane;Piston;1;L
5819;KUBICEK;Scout;M2;LandPlane;Piston;1;L
5820;LA FRANCE;Cadet STF;CUCA;LandPlane;Piston;1;L
5821;LAIRD;Commercial;LCB;LandPlane;Piston;1;L
5822;LAIRD;LC-B Commercial;LCB;LandPlane;Piston;1;L
5823;LAIRD;LC-1B Commercial;LCB;LandPlane;Piston;1;L
5824;LAIRD;LC-R Speedwing;LCR;LandPlane;Piston;1;L
5825;LAIRD;Speedwing;LCR;LandPlane;Piston;1;L
5826;LAK;LAK-17AT;LK17;LandPlane;Piston;1;L
5827;LAK;LAK-19T;LK19;LandPlane;Piston;1;L
5828;LAK;LAK-20M;LK20;LandPlane;Piston;1;L
5829;LAKE;Buccaneer;LA4;Amphibian;Piston;1;L
5830;LAKE;LA-4;LA4;Amphibian;Piston;1;L
5831;LAKE;LA-4 Buccaneer;LA4;Amphibian;Piston;1;L
5832;LAKE;LA-200;LA4;Amphibian;Piston;1;L
5833;LAKE;LA-250 Renegade;LA25;Amphibian;Piston;1;L
5834;LAKE;LA-250 Seafury;LA25;Amphibian;Piston;1;L
5835;LAKE;LA-250 Seawolf;LA25;Amphibian;Piston;1;L
5836;LAKE;LA-250 Turbo Renegade;LA25;Amphibian;Piston;1;L
5837;LAKE;LA-270 Turbo Renegade;LA25;Amphibian;Piston;1;L
5838;LAKE;Renegade;LA25;Amphibian;Piston;1;L
5839;LAKE;Seafury;LA25;Amphibian;Piston;1;L
5840;LAKE;Seawolf;LA25;Amphibian;Piston;1;L
5841;LAKE;Turbo Renegade;LA25;Amphibian;Piston;1;L
5842;LAKE;Turbo Seafury;LA25;Amphibian;Piston;1;L
5843;LAMBACH;HL-2 Replica;HL2;LandPlane;Piston;1;L
5844;LAMBERT;M-106 Mission;M106;LandPlane;Piston;1;L
5845;LAMBERT;M-212 Mission;M212;LandPlane;Piston;1;L
5846;LAMBERT;Mission (M-106);M106;LandPlane;Piston;1;L
5847;LAMBERT;Mission (M-212);M212;LandPlane;Piston;1;L
5848;LAMBERT;M-108 Mission;M108;LandPlane;Piston;1;L
5849;LAMBERT;Mission (M-108);M108;LandPlane;Piston;1;L
5850;LAMMER GEYER;Jupiter;JUPI;LandPlane;Piston;1;L
5851;LANCAIR;Columbia 300;COL3;LandPlane;Piston;1;L
5852;LANCAIR;Columbia 350;COL3;LandPlane;Piston;1;L
5853;LANCAIR;Columbia 400;COL4;LandPlane;Piston;1;L
5854;LANCAIR;Lancair 4;LNC4;LandPlane;Piston;1;L
5855;LANCAIR;Lancair 200;LNC2;LandPlane;Piston;1;L
5856;LANCAIR;Lancair 235;LNC2;LandPlane;Piston;1;L
5857;LANCAIR;Lancair 320;LNC2;LandPlane;Piston;1;L
5858;LANCAIR;Lancair 360;LNC2;LandPlane;Piston;1;L
5859;LANCAIR;Lancair ES;LNCE;LandPlane;Piston;1;L
5860;LANCAIR;Lancair PropJet 4;LNP4;LandPlane;Turboprop/Turboshaft;1;L
5861;LANCAIR;Lancair Super ES;LNCE;LandPlane;Piston;1;L
5862;LANCAIR;LC-40 Columbia 300;COL3;LandPlane;Piston;1;L
5863;LANCAIR;LC-41 Columbia 400;COL4;LandPlane;Piston;1;L
5864;LANCAIR;LC-42 Columbia 350;COL3;LandPlane;Piston;1;L
5865;LANCAIR;Sentry 4T;LNT4;LandPlane;Turboprop/Turboshaft;1;L
5866;LANCAIR;Tigress;TGRS;LandPlane;Piston;1;L
5867;LANCAIR;Synergy;SNGY;LandPlane;Piston;1;L
5868;LANCAIR;T-90 Calima;SNGY;LandPlane;Piston;1;L
5869;LANCAIR;Calima;SNGY;LandPlane;Piston;1;L
5870;LANCAIR;Evolution Piston;EVOP;LandPlane;Piston;1;L
5871;LANCAIR;Evolution Turbine;EVOT;LandPlane;Turboprop/Turboshaft;1;L
5872;LANCAIR;Lancair ES-P;LESP;LandPlane;Piston;1;L
5873;LANCAIR;Mako;MAKO;LandPlane;Piston;1;L
5874;LANCAIR;Legacy;LEG2;LandPlane;Piston;1;L
5875;LANCASHIRE;EP-9 Prospector;EP9;LandPlane;Piston;1;L
5876;LANCASHIRE;Prospector;EP9;LandPlane;Piston;1;L
5877;LANGE;E-1 Antares 20E;LAE1;LandPlane;Electric;1;L
5878;LANGE;E-1 Antares DLR-H2;DLH2;LandPlane;Electric;1;L
5879;LANGE;Antares DLR-H2;DLH2;LandPlane;Electric;1;L
5880;LANGE;Antares 20E;LAE1;LandPlane;Electric;1;L
5881;LANSHE;LA-250 Renegade 2;LA25;Amphibian;Piston;1;L
5882;LANSHE;LA-250 Seafury;LA25;Amphibian;Piston;1;L
5883;LANSHE;LA-250 Seawolf;LA25;Amphibian;Piston;1;L
5884;LANSHE;Renegade 2;LA25;Amphibian;Piston;1;L
5885;LANSHE;Seafury;LA25;Amphibian;Piston;1;L
5886;LANSHE;Seawolf;LA25;Amphibian;Piston;1;L
5887;LANSHE;SP-26;SP20;LandPlane;Piston;1;L
5888;LASER;Akro Z;LAKR;LandPlane;Piston;1;L
5889;LAVEN;LACO-125;LACO;LandPlane;Piston;1;L
5890;LAVEN;LACO-145;LACO;LandPlane;Piston;1;L
5891;LAVERDA;F-8L Falco;F8L;LandPlane;Piston;1;L
5892;LAVERDA;Falco;F8L;LandPlane;Piston;1;L
5893;LAVIASA;PA-25 Puelche;PA25;LandPlane;Piston;1;L
5894;LAVIASA;Puelche;PA25;LandPlane;Piston;1;L
5895;LAVIASA;LAV-51 Master;LV51;LandPlane;Piston;1;L
5896;LAVIASA;LAV-51 Super Master;LV51;LandPlane;Piston;1;L
5897;LAVIASA;Master;LV51;LandPlane;Piston;1;L
5898;LAVIASA;Super Master;LV51;LandPlane;Piston;1;L
5899;LEAR;Learstar;L18;LandPlane;Piston;2;M
5900;LEAR JET;23;LJ23;LandPlane;Jet;2;L
5901;LEAR JET;24;LJ24;LandPlane;Jet;2;L
5902;LEAR JET;25;LJ25;LandPlane;Jet;2;L
5903;LEARJET;31;LJ31;LandPlane;Jet;2;M
5904;LEARJET;35;LJ35;LandPlane;Jet;2;M
5905;LEARJET;36;LJ35;LandPlane;Jet;2;M
5906;LEARJET;40;LJ40;LandPlane;Jet;2;M
5907;LEARJET;45;LJ45;LandPlane;Jet;2;M
5908;LEARJET;55;LJ55;LandPlane;Jet;2;M
5909;LEARJET;60;LJ60;LandPlane;Jet;2;M
5910;LEARJET;C-21;LJ35;LandPlane;Jet;2;M
5911;LEARJET;RC-35;LJ35;LandPlane;Jet;2;M
5912;LEARJET;U-36;LJ35;LandPlane;Jet;2;M
5913;LEARJET;UC-36;LJ35;LandPlane;Jet;2;M
5914;LEARJET;VU-35;LJ35;LandPlane;Jet;2;M
5915;LEARJET;VU-55;LJ55;LandPlane;Jet;2;M
5916;LEARJET;70;LJ70;LandPlane;Jet;2;M
5917;LEARJET;75;LJ75;LandPlane;Jet;2;M
5918;LEARJET;85;LJ85;LandPlane;Jet;2;M
5919;LEARJET;75 Liberty;LJ75;LandPlane;Jet;2;M
5920;LEARJET;Liberty;LJ75;LandPlane;Jet;2;M
5921;LEAVENS;80 Canuck;CNUK;LandPlane;Piston;1;L
5922;LEAVENS;Canuck;CNUK;LandPlane;Piston;1;L
5923;LEDERLIN;380 Ladybug;L380;LandPlane;Piston;1;L
5924;LEDERLIN;Ladybug;L380;LandPlane;Piston;1;L
5925;LEGEND;Turbine Legend;TLEG;LandPlane;Turboprop/Turboshaft;1;L
5926;LEGEND FLYERS;Me-262;ME62;LandPlane;Jet;2;L
5927;LEGER;Super-Chipmunk;CHIP;LandPlane;Piston;1;L
5928;LEONARDO;Falco;FLCO;LandPlane;Piston;1;L
5929;LEONARDO;AW-159 Lynx Wildcat;LYNX;Helicopter;Turboprop/Turboshaft;2;L
5930;LEONARDO;Lynx Wildcat;LYNX;Helicopter;Turboprop/Turboshaft;2;L
5931;LEONARDO;AW-159 Wildcat;LYNX;Helicopter;Turboprop/Turboshaft;2;L
5932;LEONARDO;Wildcat;LYNX;Helicopter;Turboprop/Turboshaft;2;L
5933;LEONARDO;ICH-47 Chinook;H47;Helicopter;Turboprop/Turboshaft;2;M
5934;LEONARDO;Chinook;H47;Helicopter;Turboprop/Turboshaft;2;M
5935;LEONARDO;M-345;M345;LandPlane;Jet;1;L
5936;LEONARDO;T-345;M345;LandPlane;Jet;1;L
5937;LEONARDO;Grey Wolf;A139;Helicopter;Turboprop/Turboshaft;2;L
